Nome,Matrícula,Ranking,Curso
Luis,929866,35,Administracao
Marcia,125968,75,Medicina
Pedro,510202,69,Quimica
Clara,695500,25,Letras
Clara,868754,28,Medicina
Julia,947874,96,Fisica
Celia,211882,75,Odontologia
Ana,627045,13,Medicina
Marcos,501864,98,Medicina
Marcia,167801,89,Direito
Marcos,366375,73,Engenharia
Zeca,763900,42,Medicina
Clara,372453,73,Engenharia
Pedro,669781,18,Odontologia
Lara,588748,42,Computacao
Luisa,330411,65,Computacao
Marcos,260912,75,Letras
Lucia,741045,42,Letras
Jose,602801,83,Letras
Pedro,684724,82,Computacao
Marcos,303830,25,Matematica
Lara,341218,76,Odontologia
Amanda,430461,11,Letras
Marcia,795638,29,Medicina
Lara,142026,86,Direito
Maria,951735,69,Quimica
Marcos,142552,44,Administracao
Flora,972389,27,Direito
Jose,792339,37,Odontologia
Jose,128938,82,Odontologia
Lucia,812834,73,Fisica
Luis,877526,90,Computacao
Luisa,666448,16,Odontologia
Amanda,624897,80,Direito
Marcia,803461,61,Engenharia
Marcos,188413,94,Engenharia
Tiago,441744,13,Fisica
Lucas,740743,69,Quimica
Pedro,236288,73,Administracao
Lucia,897490,37,Engenharia
Luis,542365,46,Engenharia
Celia,539356,88,Computacao
Luisa,144216,100,Letras
Pedro,126533,36,Engenharia
Marcia,618252,88,Matematica
Lara,329515,41,Fisica
Maria,215489,75,Administracao
Julia,149536,71,Odontologia
Joao,304622,77,Letras
Ana,242857,18,Computacao
Lara,144474,38,Medicina
Luisa,226474,61,Administracao
Celia,696493,76,Quimica
Flora,515306,23,Letras
Lara,793817,16,Fisica
Tiago,143168,87,Medicina
Rodrigo,763678,39,Quimica
Rodrigo,870190,93,Medicina
Jose,761234,14,Computacao
Rodrigo,181928,13,Letras
Joao,202836,92,Engenharia
Ana,126659,20,Fisica
Jose,954229,20,Engenharia
Lucia,773018,28,Matematica
Maria,175855,42,Letras
Pedro,370792,31,Computacao
Julia,902679,83,Direito
Joao,775513,25,Odontologia
Flora,141817,55,Letras
Joao,762276,59,Direito
Marcia,481244,99,Odontologia
Lucia,459831,20,Computacao
Lucia,557401,43,Fisica
Lara,463975,43,Computacao
Marcos,652791,40,Quimica
Flora,555426,100,Administracao
Lucas,494083,89,Medicina
Julia,553702,19,Odontologia
Amanda,403421,18,Matematica
Amanda,931635,85,Medicina
Joao,893531,57,Fisica
Jose,940091,38,Matematica
Marcos,741282,58,Quimica
Zeca,189373,34,Odontologia
Lara,327005,67,Fisica
Lara,235965,17,Matematica
Lucas,125331,87,Medicina
Pedro,367110,41,Direito
Rodrigo,660912,35,Computacao
Tiago,319351,61,Direito
Joao,466293,45,Matematica
Joao,269697,66,Matematica
Amanda,853427,17,Computacao
Clara,923066,23,Fisica
Luisa,547746,95,Engenharia
Lucia,844209,30,Administracao
Marcia,476852,89,Computacao
Celia,967859,99,Engenharia
Tiago,292029,75,Letras
Celia,954168,13,Medicina
Flora,460816,47,Odontologia
Clara,370509,41,Letras
Lara,316177,46,Quimica
Marcia,970631,98,Administracao
Lucas,321258,57,Medicina
Lucia,165580,13,Computacao
Lucia,666857,52,Quimica
Rodrigo,576872,32,Letras
Jose,752505,27,Matematica
Joao,548432,98,Quimica
Pedro,380958,92,Direito
Celia,377304,13,Fisica
Maria,903668,40,Computacao
Lucia,385028,60,Medicina
Joao,520268,50,Computacao
Lucas,456921,45,Quimica
Lara,396089,95,Engenharia
Marcos,486325,65,Administracao
Ana,793405,44,Quimica
Clara,479693,37,Matematica
Luisa,822708,44,Medicina
Marcia,158640,89,Administracao
Zeca,788478,76,Computacao
Amanda,625706,57,Odontologia
Lucas,579111,31,Quimica
Celia,505566,99,Quimica
Maria,401256,21,Odontologia
Luis,791920,62,Fisica
Marcia,928119,37,Letras
Clara,240105,24,Fisica
Lucas,316764,11,Odontologia
Lucia,105993,14,Administracao
Luis,594808,48,Engenharia
Lucia,964097,10,Letras
Celia,636985,11,Direito
Zeca,416392,33,Direito
Celia,730423,80,Letras
Julia,914828,55,Computacao
Maria,967967,10,Medicina
Maria,488457,51,Engenharia
Julia,199019,29,Quimica
Marcos,401802,79,Direito
Lucas,263635,83,Letras
Lara,208416,94,Matematica
Joao,482320,92,Letras
Jose,748517,58,Computacao
Celia,458408,21,Engenharia
Amanda,828355,76,Medicina
Marcos,588723,84,Letras
Maria,230641,30,Engenharia
Lucas,434685,21,Computacao
Lucia,522761,88,Odontologia
Lara,469017,32,Administracao
Luis,628947,90,Engenharia
Amanda,512289,56,Medicina
Tiago,152559,71,Administracao
Marcia,489653,27,Direito
Clara,897615,53,Direito
Luisa,360506,93,Engenharia
Amanda,725740,68,Fisica
Celia,326128,35,Direito
Amanda,243901,49,Quimica
Tiago,523723,71,Administracao
Luis,832446,45,Fisica
Marcia,875067,25,Administracao
Jose,858915,62,Computacao
Clara,363826,79,Computacao
Clara,645140,38,Odontologia
Amanda,107581,67,Engenharia
Rodrigo,256219,62,Computacao
Celia,865981,94,Letras
Amanda,530164,24,Direito
Jose,804413,35,Administracao
Zeca,748842,98,Administracao
Tiago,127507,88,Odontologia
Amanda,392460,48,Medicina
Marcos,724238,76,Engenharia
Marcos,597590,83,Matematica
Lucas,164665,99,Matematica
Flora,465575,46,Quimica
Lucia,140329,69,Engenharia
Tiago,485435,11,Fisica
Tiago,689270,37,Matematica
Ana,771547,62,Direito
Maria,916710,27,Fisica
Lucas,514837,11,Engenharia
Maria,478967,45,Direito
Lara,687329,40,Matematica
Joao,520186,56,Medicina
Rodrigo,420698,22,Letras
Luisa,564615,47,Fisica
Luis,791643,34,Odontologia
Luis,276275,45,Odontologia
Lara,783018,53,Medicina
Clara,810325,12,Odontologia
Celia,131688,31,Medicina
Lara,829323,66,Letras
Zeca,345859,29,Administracao
Luisa,832188,57,Fisica
Marcos,560346,41,Fisica
Maria,354132,75,Fisica
Maria,193224,77,Direito
Joao,150404,54,Fisica
Marcia,560665,92,Letras
Maria,532066,77,Direito
Celia,294942,20,Fisica
Lucia,320237,32,Quimica
Flora,160255,91,Engenharia
Flora,381844,28,Fisica
Lara,285315,73,Fisica
Pedro,752519,71,Letras
Clara,877367,34,Administracao
Amanda,863511,29,Direito
Pedro,138930,93,Quimica
Zeca,747948,60,Matematica
Maria,813364,84,Letras
Amanda,866866,76,Administracao
Flora,537435,88,Direito
Joao,267913,51,Odontologia
Flora,705175,16,Direito
Lucas,777528,44,Fisica
Marcia,467537,26,Direito
Amanda,959839,33,Medicina
Joao,356611,53,Matematica
Celia,981573,13,Medicina
Julia,276844,39,Administracao
Rodrigo,458828,81,Engenharia
Lara,627860,43,Administracao
Marcos,427411,67,Direito
Luisa,565105,39,Administracao
Rodrigo,782176,45,Engenharia
Marcos,568121,73,Quimica
Lara,367108,96,Fisica
Rodrigo,696381,99,Letras
Rodrigo,366804,16,Letras
Zeca,864199,35,Letras
Clara,482159,65,Direito
Tiago,985169,59,Fisica
Julia,404255,49,Letras
Clara,652632,78,Computacao
Marcos,103339,85,Odontologia
Rodrigo,404801,89,Matematica
Marcia,930879,41,Matematica
Julia,470132,14,Odontologia
Jose,778339,40,Fisica
Lara,157138,77,Medicina
Pedro,568094,74,Letras
Pedro,240034,44,Engenharia
Ana,594465,35,Direito
Lucas,662522,60,Matematica
Lucas,238465,65,Letras
Lucia,168272,96,Computacao
Maria,670352,43,Computacao
Tiago,202228,97,Matematica
Amanda,992779,19,Fisica
Ana,731021,48,Odontologia
Marcos,517904,64,Fisica
Luis,342289,40,Administracao
Flora,788059,97,Computacao
Joao,303737,90,Quimica
Marcos,372788,32,Quimica
Joao,476272,46,Computacao
Flora,416215,44,Matematica
Marcos,892597,27,Administracao
Luis,177874,79,Fisica
Amanda,224511,90,Administracao
Maria,341238,14,Odontologia
Lucas,391104,98,Matematica
Julia,998025,60,Quimica
Joao,560535,98,Medicina
Luis,912400,51,Direito
Amanda,374441,22,Odontologia
Luisa,376563,38,Medicina
Tiago,488431,40,Odontologia
Luisa,915817,82,Letras
Joao,583912,82,Letras
Lucia,261976,63,Administracao
Celia,775374,36,Medicina
Lucas,960468,84,Direito
Pedro,103826,82,Engenharia
Jose,504001,25,Odontologia
Julia,152287,98,Engenharia
Lara,607225,37,Direito
Lara,170145,27,Computacao
Marcia,384615,43,Fisica
Julia,814610,69,Medicina
Celia,234644,13,Engenharia
Joao,566946,99,Direito
Tiago,430016,54,Letras
Lara,909596,28,Matematica
Tiago,653822,69,Odontologia
Marcos,605524,14,Computacao
Amanda,731036,14,Quimica
Amanda,976170,92,Quimica
Flora,133685,42,Letras
Clara,340476,32,Medicina
Jose,362291,87,Engenharia
Celia,525207,13,Administracao
Pedro,595296,98,Odontologia
Joao,889551,95,Matematica
Ana,528503,96,Letras
Flora,173327,96,Computacao
Celia,434184,67,Medicina
Celia,814685,98,Administracao
Amanda,579962,16,Fisica
Julia,297636,74,Letras
Jose,501177,45,Matematica
Celia,555222,13,Administracao
Celia,197086,33,Medicina
Julia,295257,37,Matematica
Julia,372349,77,Quimica
Celia,189259,85,Matematica
Rodrigo,537969,30,Direito
Amanda,411837,31,Computacao
Maria,944038,28,Computacao
Tiago,199884,55,Direito
Marcos,727340,70,Administracao
Ana,776667,39,Engenharia
Lara,239499,18,Medicina
Luisa,510058,91,Letras
Maria,628841,78,Letras
Lara,422572,13,Matematica
Luisa,537929,28,Administracao
Lucas,466963,60,Administracao
Lucas,816523,52,Direito
Julia,544658,34,Letras
Pedro,775507,90,Quimica
Lara,525260,83,Fisica
Luis,853194,61,Fisica
Ana,670408,34,Letras
Zeca,586448,54,Direito
Lucia,120215,59,Medicina
Rodrigo,641959,79,Matematica
Ana,535572,67,Medicina
Pedro,928855,96,Odontologia
Flora,224240,76,Odontologia
Pedro,678190,79,Computacao
Luisa,913121,64,Fisica
Luis,613283,77,Medicina
Zeca,847881,26,Quimica
Luisa,519639,40,Computacao
Jose,389391,29,Odontologia
Lara,345403,17,Administracao
Flora,232849,62,Odontologia
Marcia,825691,66,Engenharia
Tiago,765669,67,Administracao
Ana,504002,73,Engenharia
Marcos,786145,55,Medicina
Amanda,420522,43,Letras
Ana,826626,25,Quimica
Tiago,778447,19,Letras
Lara,940573,97,Computacao
Luisa,990064,44,Fisica
Zeca,176102,22,Matematica
Tiago,586830,99,Medicina
Luis,491228,27,Administracao
Marcos,268647,50,Letras
Amanda,160633,100,Medicina
Luisa,316910,80,Engenharia
Amanda,133031,68,Medicina
Lucas,674568,75,Direito
Jose,581273,50,Quimica
Clara,676710,65,Medicina
Marcos,615588,76,Odontologia
Zeca,588814,22,Quimica
Joao,167221,53,Quimica
Flora,671416,99,Letras
Lara,155950,94,Odontologia
Amanda,681214,18,Letras
Lucia,883142,22,Direito
Lara,348240,12,Fisica
Lucas,590215,32,Fisica
Celia,647181,93,Administracao
Lucas,602133,21,Medicina
Joao,357860,10,Odontologia
Joao,495759,40,Computacao
Lara,938760,91,Matematica
Lucas,509885,28,Odontologia
Marcia,683766,87,Letras
Lucas,395581,44,Quimica
Marcia,901260,13,Letras
Marcia,809515,40,Quimica
Luisa,860217,33,Direito
Maria,195448,68,Direito
Luis,543253,84,Fisica
Lucas,188892,81,Odontologia
Luisa,712803,49,Odontologia
Celia,905037,54,Quimica
Maria,495714,31,Letras
Lucia,610260,45,Medicina
Marcos,635679,47,Fisica
Pedro,793443,56,Engenharia
Luisa,600974,58,Medicina
Celia,521658,33,Administracao
Luisa,648370,74,Matematica
Lucia,367849,62,Quimica
Joao,951174,50,Odontologia
Clara,320607,33,Quimica
Ana,857281,36,Odontologia
Maria,818997,16,Matematica
Pedro,419037,24,Fisica
Luisa,753603,29,Medicina
Lara,887223,49,Matematica
Marcia,455770,59,Administracao
Pedro,214594,10,Quimica
Jose,384894,81,Quimica
Julia,690597,17,Quimica
Amanda,114478,15,Direito
Joao,582443,53,Engenharia
Amanda,619876,32,Administracao
Jose,708065,83,Administracao
Luisa,665201,45,Engenharia
Lara,162577,27,Medicina
Luis,649569,33,Administracao
Flora,128854,29,Engenharia
Rodrigo,546177,17,Letras
Luis,832607,10,Computacao
Amanda,836020,50,Medicina
Ana,617535,15,Administracao
Lara,537176,37,Engenharia
Amanda,804833,37,Engenharia
Maria,824595,95,Letras
Celia,680337,18,Quimica
Joao,286922,84,Medicina
Lara,218543,57,Medicina
Joao,214367,27,Odontologia
Ana,607326,46,Quimica
Amanda,312901,61,Administracao
Amanda,607195,16,Medicina
Zeca,392943,81,Quimica
Amanda,782253,39,Direito
Julia,328015,17,Odontologia
Clara,912537,83,Letras
Lucas,858124,45,Engenharia
Zeca,876112,21,Odontologia
Amanda,243392,85,Computacao
Jose,425473,22,Quimica
Zeca,552750,47,Engenharia
Jose,466296,95,Odontologia
Celia,532326,34,Medicina
Joao,196216,80,Direito
Lara,673622,61,Matematica
Luis,166026,52,Computacao
Joao,745686,18,Letras
Lara,806143,31,Matematica
Julia,139988,58,Administracao
Marcos,371178,20,Direito
Clara,251477,74,Medicina
Tiago,358575,33,Fisica
Zeca,608171,83,Direito
Pedro,736511,96,Administracao
Zeca,962324,38,Administracao
Lara,384459,21,Medicina
Marcia,701151,52,Matematica
Pedro,703363,100,Administracao
Luisa,226639,60,Fisica
Luisa,862473,44,Engenharia
Tiago,987331,32,Quimica
Flora,385339,66,Odontologia
Luis,321414,59,Quimica
Julia,352206,72,Medicina
Lucas,629734,96,Medicina
Tiago,446632,68,Fisica
Lucia,222376,61,Matematica
Lucia,623335,32,Engenharia
Joao,245669,49,Quimica
Joao,569604,39,Matematica
Marcia,934679,73,Quimica
Zeca,426171,15,Fisica
Zeca,277624,81,Medicina
Lucia,387339,91,Direito
Luisa,622992,40,Fisica
Maria,879229,14,Computacao
Ana,329179,51,Odontologia
Lucia,634493,30,Administracao
Luisa,405494,100,Computacao
Joao,762525,15,Fisica
Joao,983836,100,Medicina
Maria,301229,60,Computacao
Lucia,442463,69,Administracao
Julia,694462,18,Matematica
Flora,437172,31,Computacao
Ana,652917,30,Quimica
Rodrigo,327424,17,Computacao
Joao,641353,32,Administracao
Lucia,482200,69,Letras
Lara,235404,62,Direito
Lucia,425323,37,Odontologia
Celia,134114,57,Quimica
Celia,617350,37,Quimica
Lucia,449917,45,Administracao
Lucas,526693,91,Matematica
Marcia,156457,25,Matematica
Maria,794170,30,Medicina
Clara,800178,29,Administracao
Jose,750550,82,Fisica
Flora,117382,59,Computacao
Pedro,844794,98,Fisica
Luisa,307118,96,Letras
Rodrigo,491971,59,Quimica
Maria,508359,26,Fisica
Joao,448635,51,Administracao
Lara,563785,16,Fisica
Marcos,367993,53,Medicina
Zeca,737261,35,Odontologia
Lara,329984,39,Administracao
Luisa,172817,19,Odontologia
Amanda,503662,27,Computacao
Joao,301272,94,Odontologia
Pedro,952734,32,Matematica
Maria,475727,76,Medicina
Pedro,892756,78,Medicina
Lucia,232082,59,Computacao
Amanda,541666,10,Letras
Joao,740487,39,Computacao
Lucas,111410,13,Odontologia
Luisa,493776,81,Quimica
Luis,356485,74,Medicina
Luis,161150,63,Odontologia
Rodrigo,178579,19,Odontologia
Rodrigo,850754,22,Computacao
Julia,844111,63,Medicina
Pedro,343294,39,Fisica
Luis,793091,52,Matematica
Ana,966445,64,Administracao
Joao,318447,44,Direito
Flora,276148,96,Medicina
Lara,201056,18,Fisica
Lara,208718,63,Odontologia
Julia,678356,89,Computacao
Pedro,685254,51,Quimica
Lucas,398647,60,Odontologia
Joao,861756,93,Quimica
Lucia,368245,63,Quimica
Rodrigo,390692,82,Medicina
Rodrigo,627163,31,Quimica
Flora,881318,33,Quimica
Ana,180439,48,Quimica
Tiago,152229,62,Medicina
Lucas,277426,91,Quimica
Flora,612946,13,Medicina
Lucia,282664,37,Matematica
Lara,105924,23,Administracao
Marcos,359668,85,Direito
Pedro,648352,85,Direito
Flora,150469,60,Engenharia
Marcos,904860,77,Odontologia
Amanda,684872,88,Administracao
Zeca,235585,32,Letras
Marcos,418493,46,Odontologia
Lucia,481414,22,Quimica
Flora,707835,85,Direito
Pedro,729971,91,Medicina
Jose,455498,38,Administracao
Lucia,503921,65,Letras
Lara,551811,69,Odontologia
Celia,995188,92,Fisica
Tiago,859032,36,Administracao
Celia,726531,33,Odontologia
Marcia,770457,20,Letras
Flora,562363,41,Quimica
Luisa,875050,54,Engenharia
Tiago,823145,62,Engenharia
Pedro,136523,96,Fisica
Julia,124875,50,Odontologia
Ana,580988,45,Engenharia
Flora,283589,36,Matematica
Joao,674031,92,Computacao
Joao,553580,42,Quimica
Ana,332332,18,Administracao
Amanda,243550,14,Administracao
Clara,297614,30,Computacao
Zeca,576348,42,Medicina
Marcia,676042,38,Computacao
Luisa,495103,53,Matematica
Clara,891144,33,Letras
Clara,874807,95,Fisica
Maria,709452,41,Odontologia
Tiago,153854,66,Direito
Clara,453353,25,Letras
Zeca,896033,10,Matematica
Flora,220047,74,Administracao
Flora,459395,28,Administracao
Marcia,439491,36,Direito
Maria,234132,74,Direito
Marcia,495145,15,Computacao
Jose,851797,14,Computacao
Jose,402393,62,Matematica
Lucas,686094,89,Medicina
Jose,269490,67,Letras
Amanda,703628,26,Matematica
Luisa,357786,59,Medicina
Rodrigo,138604,98,Direito
Amanda,873521,35,Direito
Luis,997293,73,Fisica
Flora,673333,51,Medicina
Rodrigo,854357,32,Letras
Zeca,429184,71,Matematica
Celia,425064,22,Engenharia
Clara,215972,81,Quimica
Flora,767386,78,Computacao
Zeca,932933,19,Administracao
Lucia,869340,79,Medicina
Joao,390589,67,Letras
Zeca,256425,95,Letras
Amanda,146211,98,Engenharia
Lara,353905,64,Fisica
Zeca,774515,87,Quimica
Luis,686498,15,Odontologia
Ana,858944,41,Quimica
Luis,548270,66,Matematica
Celia,218909,22,Odontologia
Amanda,821114,42,Quimica
Luis,709490,19,Medicina
Julia,431997,33,Letras
Rodrigo,997299,97,Matematica
Joao,663940,41,Fisica
Amanda,654364,87,Odontologia
Luisa,877578,89,Administracao
Maria,117343,81,Fisica
Celia,336012,85,Fisica
Marcia,766903,71,Letras
Zeca,453778,96,Odontologia
Rodrigo,254981,97,Engenharia
Maria,653223,79,Letras
Rodrigo,114373,15,Odontologia
Tiago,502731,59,Computacao
Clara,615727,84,Medicina
Ana,151287,20,Computacao
Jose,553622,89,Medicina
Maria,370502,90,Engenharia
Rodrigo,988093,61,Administracao
Jose,167891,31,Medicina
Rodrigo,102742,84,Administracao
Julia,191421,11,Quimica
Marcia,399511,78,Engenharia
Marcos,813000,87,Direito
Joao,912145,85,Administracao
Clara,974748,79,Quimica
Celia,470737,41,Odontologia
Pedro,349902,54,Matematica
Amanda,769153,17,Quimica
Tiago,796571,52,Engenharia
Julia,191707,74,Letras
Marcia,151120,34,Matematica
Lucia,187884,37,Letras
Joao,693679,88,Medicina
Amanda,421537,40,Matematica
Lara,456450,13,Computacao
Celia,739235,20,Letras
Luisa,515037,78,Odontologia
Lucia,499009,38,Quimica
Celia,715971,85,Quimica
Ana,715666,71,Quimica
Luis,629699,38,Matematica
Lara,906081,25,Computacao
Celia,301314,82,Letras
Zeca,869059,46,Administracao
Marcos,889820,75,Quimica
Pedro,739315,41,Matematica
Julia,596833,31,Computacao
Maria,926505,33,Quimica
Pedro,508175,37,Administracao
Maria,709126,48,Odontologia
Zeca,243716,30,Odontologia
Lara,771483,36,Quimica
Maria,102378,47,Direito
Tiago,707417,54,Odontologia
Zeca,204875,74,Letras
Marcos,680877,39,Computacao
Rodrigo,875033,16,Quimica
Lara,286299,34,Medicina
Pedro,912451,98,Odontologia
Lara,720062,42,Medicina
Maria,386321,79,Computacao
Lucia,812703,94,Administracao
Luis,727695,76,Letras
Maria,118751,55,Direito
Luis,987955,48,Fisica
Luisa,720058,68,Odontologia
Lucia,397808,96,Fisica
Rodrigo,356554,75,Letras
Celia,397118,80,Matematica
Julia,645490,82,Medicina
Maria,251832,74,Fisica
Celia,301698,93,Direito
Rodrigo,172516,19,Fisica
Clara,110868,11,Direito
Clara,369081,31,Medicina
Celia,319399,17,Fisica
Lara,512782,95,Administracao
Luisa,907357,33,Direito
Luisa,468983,42,Matematica
Jose,164028,46,Fisica
Clara,964355,68,Administracao
Marcos,801183,42,Computacao
Julia,801111,38,Fisica
Lucia,303504,59,Quimica
Luisa,699245,61,Engenharia
Julia,421161,74,Direito
Amanda,946956,14,Quimica
Amanda,425883,18,Administracao
Luisa,191005,68,Administracao
Tiago,374173,17,Quimica
Maria,850146,78,Odontologia
Luisa,723811,91,Computacao
Lucia,767148,80,Medicina
Pedro,277208,44,Direito
Maria,788904,22,Odontologia
Marcos,673785,87,Odontologia
Julia,259799,89,Computacao
Maria,233620,100,Odontologia
Lara,901354,66,Odontologia
Rodrigo,833024,69,Engenharia
Lara,425319,67,Fisica
Luisa,389331,88,Matematica
Lucas,601696,19,Computacao
Flora,211435,31,Direito
Julia,337387,90,Quimica
Julia,328058,44,Fisica
Tiago,724384,85,Matematica
Joao,969599,66,Matematica
Luis,707288,95,Medicina
Lara,886102,17,Odontologia
Marcia,904936,91,Administracao
Marcia,958354,37,Direito
Pedro,959328,23,Quimica
Amanda,917814,29,Fisica
Maria,784454,42,Administracao
Amanda,984949,66,Direito
Luisa,998891,10,Matematica
Luisa,213146,23,Administracao
Celia,399987,64,Fisica
Zeca,219130,56,Administracao
Joao,634458,38,Quimica
Lara,460101,55,Direito
Lara,973747,40,Quimica
Jose,409193,57,Direito
Joao,234484,25,Administracao
Ana,704050,91,Quimica
Joao,491954,33,Letras
Jose,956414,89,Letras
Celia,947559,96,Computacao
Rodrigo,714411,99,Matematica
Luis,679227,67,Direito
Rodrigo,467084,10,Medicina
Lara,786352,30,Administracao
Jose,461555,20,Odontologia
Marcos,382978,74,Computacao
Julia,341729,65,Fisica
Luisa,157244,68,Odontologia
Celia,665547,35,Engenharia
Pedro,744750,58,Odontologia
Flora,708464,38,Engenharia
Pedro,652132,20,Quimica
Tiago,769294,85,Matematica
Maria,883212,31,Quimica
Maria,187906,21,Direito
Joao,659575,93,Odontologia
Flora,565888,30,Letras
Luisa,523506,99,Computacao
Lucas,256992,33,Medicina
Maria,573879,33,Administracao
Maria,338377,18,Direito
Jose,804968,98,Computacao
Lucas,758122,91,Engenharia
Marcos,313756,94,Engenharia
Tiago,111033,91,Engenharia
Celia,484354,70,Quimica
Marcia,144745,21,Medicina
Zeca,319480,92,Engenharia
Lucas,188574,82,Medicina
Marcia,380706,72,Odontologia
Ana,119084,100,Engenharia
Amanda,542583,81,Quimica
Maria,535724,99,Fisica
Joao,104906,72,Matematica
Maria,659982,69,Administracao
Lucia,142612,42,Medicina
Lucas,799775,10,Computacao
Celia,798429,14,Odontologia
Julia,379347,94,Fisica
Joao,535020,69,Letras
Maria,267809,78,Fisica
Lara,593649,52,Quimica
Luisa,263364,83,Administracao
Zeca,778672,82,Computacao
Marcia,671044,12,Engenharia
Celia,595135,26,Administracao
Joao,992256,58,Computacao
Flora,456153,45,Quimica
Celia,903169,82,Odontologia
Jose,844619,95,Computacao
Lucia,868378,82,Direito
Amanda,911069,31,Quimica
Joao,361909,70,Medicina
Lara,661980,17,Fisica
Marcia,751136,76,Odontologia
Luisa,135963,55,Quimica
Lucas,879698,11,Direito
Celia,493013,23,Matematica
Celia,168129,12,Administracao
Lara,127493,91,Medicina
Julia,470971,92,Engenharia
Tiago,687262,91,Letras
Marcia,993215,52,Quimica
Marcos,971508,75,Administracao
Julia,368015,76,Fisica
Luis,906639,46,Letras
Lucia,926023,24,Computacao
Tiago,426355,19,Fisica
Marcos,850723,28,Direito
Marcos,549856,87,Direito
Lucas,581378,62,Odontologia
Luis,955708,33,Medicina
Lara,849715,61,Matematica
Tiago,656624,33,Odontologia
Clara,996051,65,Fisica
Ana,479617,23,Odontologia
Luis,279162,35,Odontologia
Luisa,270164,40,Quimica
Julia,699183,12,Letras
Clara,956994,17,Letras
Ana,605599,26,Medicina
Luis,214101,25,Administracao
Luisa,449328,82,Matematica
Luis,824178,76,Matematica
Marcos,235108,90,Direito
Joao,299634,37,Administracao
Lara,959394,29,Fisica
Maria,912658,90,Letras
Marcos,625576,97,Medicina
Lara,348900,31,Fisica
Julia,901786,51,Letras
Tiago,915252,66,Engenharia
Marcos,393756,84,Quimica
Zeca,415352,93,Administracao
Lara,341242,43,Matematica
Marcia,350754,60,Medicina
Maria,388605,87,Medicina
Celia,869458,33,Direito
Flora,531578,30,Engenharia
Rodrigo,906121,46,Computacao
Lucas,898045,32,Computacao
Marcia,706911,68,Letras
Clara,219227,12,Medicina
Marcos,642354,48,Letras
Jose,827677,32,Computacao
Ana,290574,49,Computacao
Zeca,321231,25,Engenharia
Marcia,247356,71,Direito
Ana,831550,95,Administracao
Pedro,915108,20,Odontologia
Celia,726768,53,Administracao
Julia,606945,54,Direito
Ana,647029,15,Matematica
Maria,562531,51,Direito
Flora,915868,23,Direito
Maria,197901,17,Letras
Luis,206741,62,Quimica
Pedro,468758,70,Fisica
Marcos,869858,66,Fisica
Julia,215260,25,Matematica
Amanda,470467,83,Medicina
Pedro,443077,17,Quimica
Jose,323920,82,Quimica
Zeca,730863,68,Fisica
Maria,800752,25,Quimica
Flora,190784,14,Computacao
Jose,435638,63,Direito
Celia,785005,67,Direito
Clara,990866,23,Administracao
Lara,805900,58,Matematica
Luisa,329666,99,Matematica
Maria,234618,100,Quimica
Rodrigo,269849,92,Letras
Lucia,193527,35,Odontologia
Joao,892149,77,Matematica
Amanda,855426,95,Administracao
Marcos,553813,83,Odontologia
Pedro,948381,49,Engenharia
Rodrigo,848888,47,Medicina
Clara,129298,40,Medicina
Tiago,534210,29,Matematica
Pedro,799027,84,Engenharia
Marcia,500332,68,Fisica
Marcia,314893,17,Computacao
Luis,870403,31,Quimica
Jose,438774,45,Administracao
Julia,802148,35,Fisica
Pedro,225192,33,Engenharia
Amanda,858909,23,Computacao
Maria,817850,31,Administracao
Zeca,798774,42,Fisica
Rodrigo,738097,25,Computacao
Celia,892144,42,Quimica
Luis,852772,45,Matematica
Amanda,174413,50,Administracao
Marcia,656241,88,Quimica
Joao,320052,53,Letras
Marcos,398487,38,Computacao
Joao,968920,40,Computacao
Maria,441223,32,Fisica
Celia,334319,65,Matematica
Celia,529006,45,Quimica
Amanda,723477,27,Letras
Lucia,244733,49,Odontologia
Marcia,214895,39,Letras
Flora,885852,19,Fisica
Flora,553531,86,Odontologia
Zeca,528328,80,Quimica
Ana,308870,62,Medicina
Pedro,487322,53,Direito
Jose,635184,99,Odontologia
Flora,330153,30,Administracao
Lucia,762949,23,Computacao
Flora,993940,30,Letras
Celia,811141,91,Medicina
Lara,551717,80,Matematica
Zeca,365336,43,Medicina
Celia,584793,100,Administracao
Luis,558241,86,Quimica
Lara,600136,40,Direito
Luis,341361,82,Engenharia
Lucas,598592,49,Letras
Ana,849335,50,Engenharia
Maria,854572,81,Odontologia
Amanda,868761,22,Quimica
Lara,780464,31,Fisica
Maria,575313,47,Odontologia
Ana,784168,84,Medicina
Tiago,932178,36,Quimica
Marcia,813404,89,Administracao
Luisa,722278,14,Fisica
Amanda,889119,28,Administracao
Flora,569464,50,Matematica
Marcos,555851,58,Direito
Maria,458118,23,Medicina
Maria,821476,20,Matematica
Marcos,474485,83,Medicina
Maria,822604,73,Letras
Marcia,600536,94,Administracao
Luisa,663014,90,Administracao
Tiago,898418,71,Direito
Rodrigo,656963,63,Administracao
Maria,851540,96,Matematica
Zeca,924895,78,Administracao
Marcos,252410,26,Computacao
Amanda,500427,22,Quimica
Maria,806056,45,Quimica
Pedro,223913,89,Medicina
Lucia,184066,80,Administracao
Marcia,381786,47,Medicina
Joao,745283,82,Letras
Julia,970460,64,Computacao
Rodrigo,246793,50,Direito
Luis,459718,49,Odontologia
Rodrigo,359758,54,Administracao
Luis,566012,73,Administracao
Celia,618207,24,Direito
